I:\bibm2016\experiments\cds2015\eval\sameWeightAmongExpansionWords\BM25b0.75_1846.res.eval,infNDCG,0.2196,iP10,0.4000
I:\bibm2016\experiments\cds2015\eval\sameWeightAmongExpansionWords\BM25b0.75_1847.res.eval,infNDCG,0.2283,iP10,0.4167
I:\bibm2016\experiments\cds2015\eval\sameWeightAmongExpansionWords\BM25b0.75_1848.res.eval,infNDCG,0.2331,iP10,0.4200
I:\bibm2016\experiments\cds2015\eval\sameWeightAmongExpansionWords\BM25b0.75_1849.res.eval,infNDCG,0.2392,iP10,0.4411
I:\bibm2016\experiments\cds2015\eval\sameWeightAmongExpansionWords\BM25b0.75_1850.res.eval,infNDCG,0.2389,iP10,0.4444
I:\bibm2016\experiments\cds2015\eval\sameWeightAmongExpansionWords\BM25b0.75_1851.res.eval,infNDCG,0.2316,iP10,0.4078
I:\bibm2016\experiments\cds2015\eval\sameWeightAmongExpansionWords\BM25b0.75_1852.res.eval,infNDCG,0.2159,iP10,0.4067
I:\bibm2016\experiments\cds2015\eval\sameWeightAmongExpansionWords\BM25b0.75_1853.res.eval,infNDCG,0.1909,iP10,0.3661
I:\bibm2016\experiments\cds2015\eval\sameWeightAmongExpansionWords\BM25b0.75_1854.res.eval,infNDCG,0.1702,iP10,0.3014
