I:\bibm2016\experiments\cds2015\eval\expansionWordsNumber\BM25b0.75_1864.res.eval,infNDCG,0.2313,iP10,0.4211
I:\bibm2016\experiments\cds2015\eval\expansionWordsNumber\BM25b0.75_1865.res.eval,infNDCG,0.2360,iP10,0.4467
I:\bibm2016\experiments\cds2015\eval\expansionWordsNumber\BM25b0.75_1866.res.eval,infNDCG,0.2409,iP10,0.4533
I:\bibm2016\experiments\cds2015\eval\expansionWordsNumber\BM25b0.75_1867.res.eval,infNDCG,0.2417,iP10,0.4511
I:\bibm2016\experiments\cds2015\eval\expansionWordsNumber\BM25b0.75_1868.res.eval,infNDCG,0.2426,iP10,0.4489
I:\bibm2016\experiments\cds2015\eval\expansionWordsNumber\BM25b0.75_1869.res.eval,infNDCG,0.2409,iP10,0.4467
I:\bibm2016\experiments\cds2015\eval\expansionWordsNumber\BM25b0.75_1870.res.eval,infNDCG,0.2411,iP10,0.4478
I:\bibm2016\experiments\cds2015\eval\expansionWordsNumber\BM25b0.75_1871.res.eval,infNDCG,0.2411,iP10,0.4478
I:\bibm2016\experiments\cds2015\eval\expansionWordsNumber\BM25b0.75_1872.res.eval,infNDCG,0.2411,iP10,0.4478
