I:\bibm2016\experiments\cds2015\eval\final\BM25b0.75_1882.res.eval,infNDCG,0.2107,iP10,0.3922
I:\bibm2016\experiments\cds2015\eval\final\BM25b0.75_1883.res.eval,infNDCG,0.2340,iP10,0.4022
I:\bibm2016\experiments\cds2015\eval\final\BM25b0.75_1884.res.eval,infNDCG,0.2284,iP10,0.3756
I:\bibm2016\experiments\cds2015\eval\final\BM25b0.75_1885.res.eval,infNDCG,0.2181,iP10,0.4133
I:\bibm2016\experiments\cds2015\eval\final\BM25b0.75_1886.res.eval,infNDCG,0.2409,iP10,0.4533
I:\bibm2016\experiments\cds2015\eval\final\BM25b0.75_1887.res.eval,infNDCG,0.2345,iP10,0.4167
I:\bibm2016\experiments\cds2015\eval\final\BM25b0.75_1888.res.eval,infNDCG,0.2347,iP10,0.4289
I:\bibm2016\experiments\cds2015\eval\final\BM25b0.75_1889.res.eval,infNDCG,0.2349,iP10,0.4200
